entity_id,legal_name,short_name,country_code,sector,credit_rating,lei,incorporated_date,num_employees,annual_revenue_usd
ENT-000955,Morse PLC Group,Morse PLC,DK,Industrials,BBB,P8RF004WON6FAWE3IA85,1956-08-05,458531,17770220426
ENT-000956,Haynes-Watson Capital,Haynes-Watson Capital,US,Asset Management,BBB,ZCY400MLJZFUDI4SP769,1983-08-22,317447,12772580088
ENT-000957,"Miller, Davis and Anderson Capital","Miller, Davis",SE,Healthcare,BB-,JE8S00I3WYZTDG7A1R15,2003-02-05,103962,17015224638
ENT-000958,Jones-Bradley & Partners,Jones-Bradley &,HK,Hedge Fund,A,V9PD0057FQTKPCSW2M77,1957-07-14,366734,49122685124
ENT-000959,Bates-Anderson SRL,Bates-Anderson SRL,ES,Banking,AA-,2ASO00EVGKH250CVGF33,1995-09-09,96138,48759441014
ENT-000960,Green-Edwards Capital,Green-Edwards Capital,DK,Energy,A,5KGO00VJGA4GF7DUGA11,1979-07-23,20854,26347056671
ENT-000961,Haynes-Moss Group,Haynes-Moss Group,DK,Asset Management,A,763B00UPGRKBZWB1UI35,1953-06-13,438500,6286559278
ENT-000962,Chavez-Hall GmbH,Chavez-Hall GmbH,DE,Energy,AAA,,1908-05-24,220143,4145132329
ENT-000963,Taylor PLC Holdings,Taylor PLC,BE,Asset Management,A-,RBOO00703B95OHS7AU39,1948-09-10,222129,30451983848
ENT-000964,Moore and Sons AB,Moore and,NO,Transportation,A-,4YH500HOA7WKDPEHDM46,1982-07-01,93688,32057400930
ENT-000965,Owens-Russell AB,Owens-Russell AB,DK,Insurance,NR,RP7B004HJKWBJPCLMS66,2011-03-14,322707,15310077593
ENT-000966,"Howard, Townsend and Hayes GmbH","Howard, Townsend",CH,Technology,BBB-,G5KH00L1CRHM22SNJU11,1996-03-09,193851,16086287019
ENT-000967,Baker-Wilson Group,Baker-Wilson Group,DK,Insurance,BB-,EUBY00GS0JX9AMSM5R44,1949-12-23,122932,41188691948
ENT-000968,Aguirre LLC PLC,Aguirre LLC,GB,Telecommunications,B,B2RC00YBRXODHS6JHB58,2016-12-16,448873,18965119903
ENT-000969,"Terry, Williams and Huff Group","Terry, Williams",NO,Real Estate,AA-,E51O00762NKYS30U7F70,1901-12-28,407418,19400566896
ENT-000970,Hernandez-Dawson Holdings,Hernandez-Dawson Holdings,NL,Industrials,A-,Q4UA009N1PMBZP6VIA71,1903-12-30,428575,31802406599
ENT-000971,Foster-Williams Capital,Foster-Williams Capital,FR,Healthcare,A-,E0P500RUKCASSSLSLV15,2002-10-01,217437,18057647174
ENT-000972,Green-Ewing Holdings,Green-Ewing Holdings,CH,Energy,AA,Y5SR00O0L9LAYKE3ZC92,1997-10-20,453161,44674085179
ENT-000973,Crane Group Group,Crane Group,IT,Transportation,A,OGCC001U86AG3U1SWY82,1988-01-07,62923,11003171777
ENT-000974,"Adkins, Wright and Murray Group","Adkins, Wright",NO,Transportation,AA,811I00D07T3LJOKBZV97,2021-01-14,404279,18583714579
ENT-000975,Martinez Inc & Partners,Martinez Inc,IE,Consumer Goods,BBB,EMU900Q9VCMTGN9T8J81,2018-03-10,412283,47477971998
ENT-000976,Anderson Group LLC,Anderson Group,JP,Energy,BBB,Y3C000EQ4AW8JHE5S516,2004-03-27,482883,46053802017
ENT-000977,Parks-Pace Partners,Parks-Pace Partners,JP,Telecommunications,AA,,1958-12-16,782,4494273680
ENT-000978,Aguilar LLC Corp,Aguilar LLC,ES,Industrials,BBB-,VFWB005HSTS68CFFF880,1953-09-04,441695,23736568919
ENT-000979,Johnson Inc Ltd,Johnson Inc,GB,Utilities,NR,AFSU00MUXQJCTPVEV624,1972-11-16,205485,568889848
ENT-000980,Orr Group Holdings,Orr Group,AT,Industrials,NR,EAWQ00W29PY5KH2NXX52,1901-01-20,42594,767364594
ENT-000981,Davis LLC AG,Davis LLC,CA,Real Estate,BB-,7FF500HVV7FINATJQ317,2016-06-15,399016,1927936083
ENT-000982,Williams Group SA,Williams Group,JP,Hedge Fund,BB-,,1957-02-07,69718,1324404600
ENT-000983,Jackson PLC Capital,Jackson PLC,SE,Healthcare,BBB+,ZPSC00TPN7Y853J5SF55,1992-11-26,193702,28829209806
ENT-000984,Underwood-Foster Group,Underwood-Foster Group,NO,Consumer Goods,AA+,HEPN003VWTKCNL384X32,1946-01-14,97525,36957572889
ENT-000985,Reyes Group Group,Reyes Group,DK,Hedge Fund,BB+,8UEN00O88UOGMVV6V385,1999-03-14,385258,29946920594
ENT-000986,Gomez and Sons Holdings,Gomez and,AT,Insurance,A+,ZQG600PKISB8363DHT34,1922-08-15,211010,42377633
ENT-000987,Ramirez-Stephenson Limited,Ramirez-Stephenson Limited,GB,Private Equity,AA+,,2017-01-20,345109,33064455396
ENT-000988,Mendez PLC Capital,Mendez PLC,DK,Asset Management,AA+,W0C2000X450UHEH3RF91,2006-02-14,321344,28089814015
ENT-000989,Holland Group NV,Holland Group,NL,Real Estate,BBB,NF2700E6L8XCGMIURP87,2000-03-31,474880,28434678229
ENT-000990,Andrade-Mendoza Holdings,Andrade-Mendoza Holdings,JP,Materials,AA+,,2016-06-16,449485,27359134328
ENT-000991,Ramirez and Sons & Co,Ramirez and,AT,Hedge Fund,BBB-,ARNW00AWO7PLR1X08K10,1988-01-21,135081,47762352428
ENT-000992,Gonzalez-Wilkerson AG,Gonzalez-Wilkerson AG,CH,Asset Management,BB+,8XRW004DBRHGR8CP1132,2011-08-11,390190,42244647142
ENT-000993,"Wright, Mcknight and Stephens BV","Wright, Mcknight",IE,Materials,A+,VSGQ00G034L4KV2RA078,1940-06-17,165272,8531816665
ENT-000994,Mayo Ltd Limited,Mayo Ltd,GB,Energy,A-,QL1V002W9Y49DZ8FTM44,1945-11-24,19429,34674979682
ENT-000995,Castillo-Harrington AB,Castillo-Harrington AB,SE,Private Equity,AAA,MTC000D6QJ2ONVEOX310,2005-06-23,128895,3441053395
ENT-000996,Durham-Shaw & Partners,Durham-Shaw &,CA,Technology,BB-,LT9900I7ZFCTYVOF7040,2022-10-26,497307,44146785449
ENT-000997,Nelson-Johnson Group,Nelson-Johnson Group,GB,Private Equity,BBB,TAOF00ZD6KPV50MPH787,1903-09-17,263798,38259166429
ENT-000998,"Robinson, Huang and Osborne Partners","Robinson, Huang",US,Hedge Fund,AA,4RS800U9BG9ZVWT0Y546,1916-06-27,104706,12500467201
ENT-000999,Stokes Group Capital,Stokes Group,DK,Industrials,AAA,DTTU00M2IXEXB92YFA38,1985-06-02,250308,21268661929
